time	e_tot	e_0	e_1	e_2
0.0	45.0	0.0	0.0	
0.053260636808553516	44.56758606160898	0.42813261226835364	0.0	
0.053260629575164954	44.567586061608964	0.4281326228560586	0.0	
0.05421511524529187	44.181994636943806	0.8099063106433502	0.0	
0.05421511395312363	44.181994636943806	0.8099063176393291	0.0	
0.05428085657373745	43.78803188268841	1.1999684505654595	0.0	
0.05428085387843805	43.78803188268841	1.1999684607360388	0.0	
0.05450382730090552	43.3663720125337	1.6174534806912073	0.0	
0.0545036232274221	43.366372012533695	1.6174534807838534	0.0	
0.05485078403616397	43.33470688656342	1.585788354813575	0.0	
0.05485078358654899	43.33470688656342	1.585788354813575	0.0	
0.05493380307506575	43.13989526246425	1.3909767307144072	0.0	
0.0549435911786368	43.13989526246425	2.1322678746454735	0.0	
0.05494359119423317	43.13989526246425	2.1322678746454726	0.0	
0.05494359121019362	43.13989526246424	2.8496162685117343	0.0	
0.054973493438795484	42.94072398881126	2.6504449948587476	0.0	
0.05497349257660014	42.94072398881126	2.650444994858747	0.0	
0.054974642744777015	42.940723988811264	3.393187119660259	0.0	
0.05497464275465387	42.940723988811264	3.3931871196602623	0.0	
0.054974642765759564	42.94072398881126	4.047935949117484	0.0	
0.055030326542008096	42.94042130073423	4.067887621762147	0.0	
0.05533750923740139	42.628528658321756	4.376692218210165	0.0	
0.05610661567464876	42.618200846674405	4.3663644065628135	0.0	
0.05614592193548242	42.51241732866432	4.260580888552728	0.0	
0.05614592146196597	42.51241732866432	4.260580888552728	0.0	
0.05628171328787792	42.48622313984786	4.234386699736268	0.0	
0.05631782623948752	42.484017849617445	4.232181409505853	0.0	
0.056317830664894875	42.484017849617445	4.232181409505853	0.0	
0.056317830664976594	42.484017849617445	4.232181409505854	0.0	
0.05634109791788404	42.4777597019736	4.225923261862016	0.0	
0.056341097405003336	42.4777597019736	4.225923261862016	0.0	
0.05649958165113052	42.308391861341896	4.056555421230308	0.0	
0.05649931339325555	42.308391861341896	4.056555421230308	0.0	
0.05652432252574803	42.22729759568112	4.301577736040245	0.0	
0.05652432037202369	42.227297595681115	4.301577747738838	0.0	
0.05652432252588103	42.227297595681115	4.301577747738838	0.0	
0.05652432252588109	42.227297595681115	4.941281297734741	0.0	
0.05652432252588115	42.227297595681115	4.941281297734739	0.0	
0.05659853504335302	41.98559525907379	4.699578961127411	0.0	
0.05661212635660636	41.705683078071985	4.989831275360728	0.0	
0.056612123816361846	41.70568307807198	4.989831303294872	0.0	
0.05668870110191251	41.43446940426262	5.320094765474088	0.0	
0.05668868581451597	41.43446940426262	5.320094769897644	0.0	
0.057179801170232046	41.24295445330505	5.128579818940076	0.0	
0.05717980101559815	41.24295445330505	5.128579818940076	0.0	
0.05736247754758368	41.23283314063223	5.118458506267254	0.0	
0.05736247746616027	41.23283314063223	5.118458506267253	0.0	
0.05758722217139203	40.88091903543978	4.766544401074801	0.0	
0.05758722151970781	40.880919035439774	4.7665444010748	0.0	
0.058228045178364975	40.65987383909308	4.985401031121045	0.0	
0.05822804254789677	40.65987383909308	4.985401059743312	0.0	
0.0583865502796477	40.63069592267074	4.956223143320967	0.0	
