x	y	v_x	v_y	radius	mass	count	energy
0.408089134229646	0.20094459451988056	-0.2670941012717025	-0.5538749000596754	0.005	0.1	90.0	0.018905833192512697	
0.944704543210225	0.014400275678588925	0.0	0.0	0.005	0.1	0.0	0.0	
0.38664085875277576	0.16532743343666784	-0.42234168825681195	-0.02717806572245485	0.005	0.1	4.0	0.00895555744480141	
0.6105611045337648	0.19794793170847225	0.057757310887096625	-0.4498398116718873	0.005	0.1	32.0	0.01028458815629539	
0.11475247347626327	0.2181720103473912	0.0	0.0	0.005	0.1	0.0	0.0	
0.040556280663526234	0.29902523087868604	0.0	0.0	0.005	0.1	0.0	0.0	
0.4713261803733913	0.14398955187837104	-0.14504989071139218	-0.8914307980498282	0.005	0.1	23.0	0.040784416925357024	
0.27021844392681627	0.3074836919343697	-0.5694672284445608	-0.11708060219124981	0.005	0.1	3.0	0.01690003958408976	
0.8818062146063614	0.15366094681196407	0.0	0.0	0.005	0.1	0.0	0.0	
0.9537557582238729	0.4311054584350299	0.0	0.0	0.005	0.1	0.0	0.0	
0.38184519856414556	0.04863662285531056	0.0	0.0	0.005	0.1	0.0	0.0	
0.7320883567352212	0.4473582075960275	0.0	0.0	0.005	0.1	0.0	0.0	
0.8336269158791705	0.17974879151933743	0.0	0.0	0.005	0.1	0.0	0.0	
0.33389489571849645	0.3721814575507391	-0.2926922959860766	-0.35309059601085135	0.005	0.1	19.0	0.010517087456044967	
0.011097481767409434	0.39360017420791427	0.0	0.0	0.005	0.1	0.0	0.0	
0.7491320332012541	0.19735369505485378	0.0	0.0	0.005	0.1	0.0	0.0	
0.9940056287980303	0.18196351348778295	0.0	0.0	0.005	0.1	0.0	0.0	
0.1886932748043071	0.08134473094726047	0.0	0.0	0.005	0.1	0.0	0.0	
0.12918456556626756	0.019790228288926404	0.0	0.0	0.005	0.1	0.0	0.0	
0.6985919466314676	0.36523423939068794	0.30568431963143133	-0.1447206964673873	0.005	0.1	31.0	0.005719349162726837	
0.4158395761760707	0.21869753284072244	-0.2149495087182952	-0.6393281384595523	0.005	0.1	127.0	0.022747187996219644	
