v_0	v_1	v_2	
0.0	0.0	2.8284138855822496	
0.0	0.7611160066486482	NaN	
0.0	1.0605632957299702	NaN	
0.0	0.8469012795872065	NaN	
0.0	3.3471458405806134	NaN	
0.0	0.48750493417650914	NaN	
0.0	0.7669921297672654	NaN	
0.0	0.7785007665935018	NaN	
0.0	0.0	NaN	
0.0	1.1458866564390313	NaN	
0.0	0.0	NaN	
0.0	0.0	NaN	
0.0	1.096919819254982	NaN	
0.0	0.0	NaN	
0.0	0.0	NaN	
0.0	0.0	NaN	
0.0	3.4500320900825168	NaN	
0.0	0.0	NaN	
0.0	0.0	NaN	
0.0	2.7020097833310084	NaN	
0.0	0.08760579826267292	NaN	
0.0	0.0	NaN	
0.0	0.0	NaN	
0.0	0.0	NaN	
0.0	0.5319991281590518	NaN	
0.0	1.7715028332208924	NaN	
0.0	0.0	NaN	
0.0	0.7234790268676244	NaN	
0.0	0.0	NaN	
0.0	0.33851094220117334	NaN	
0.0	0.5971120844344211	NaN	
0.0	0.9256657198492328	NaN	
0.0	1.538333128410892	NaN	
0.0	1.8202798823990882	NaN	
0.0	1.0904213897734176	NaN	
0.0	2.348369483477394	NaN	
0.0	0.2994600399953913	NaN	
0.0	0.0	NaN	
0.0	0.5073258012355787	NaN	
0.0	0.01386291381464442	NaN	
0.0	0.6060001471282896	NaN	
0.0	1.0267668811147117	NaN	
0.0	1.0261909149257589	NaN	
0.0	2.172327128864364	NaN	
0.0	1.0734138373317572	NaN	
0.0	0.2036834096715911	NaN	
0.0	0.9014033793411854	NaN	
0.0	0.05680429658936329	NaN	
0.0	0.9534740583279909	NaN	
0.0	0.10710848342935565	NaN	
0.0	1.2200241311441584	NaN	
0.0	0.0	NaN	
0.0	0.555517194225209	NaN	
0.0	0.0	NaN	
0.0	0.15956692119159527	NaN	
0.0	0.6660761480174707	NaN	
0.0	1.8723528850470426	NaN	
0.0	1.51777997350551	NaN	
0.0	1.126942727887008	NaN	
0.0	0.0	NaN	
0.0	0.0	NaN	
0.0	0.0	NaN	
0.0	0.21089262943468318	NaN	
0.0	0.0	NaN	
0.0	0.0	NaN	
0.0	0.7528893490199086	NaN	
0.0	0.0	NaN	
0.0	2.5270326932598235	NaN	
0.0	2.1727205330632895	NaN	
0.0	0.0	NaN	
