v_0	v_1	v_2	
1.0	1.2292677171342417	0.5479211278298659	
0.9999999999999999	0.8239651612334161	0.20845054137057667	
1.0	1.067538120326834	0.7277320159601106	
1.0	0.4981485678341548	1.05679343183221	
1.0	1.1123331442056992	0.789228076796717	
0.9999999999999999	1.4098188948859518	0.7146946082940189	
0.9999999999999999	1.2847887836175962	0.708447206037132	
0.9999999999999999	0.19045622372724394	1.0	
1.0	1.006937048961923	0.9398489722119802	
1.0	1.2195971581189529	0.3445838386554673	
0.9999999999999999	0.30204051238951524	0.33698102600701485	
1.0	0.4276668849541231	0.9518493195509884	
1.0	1.6144848080758978	0.31892360299638256	
1.0	0.8478603435114266	0.1455758790438988	
0.9999999999999999	1.2252437186983154	0.45634412428739896	
1.0	0.5595608058125311	0.3116399230204621	
1.0	0.8569884372931026	0.7382429048741308	
0.9999999999999999	0.6100581538365875	0.5709666990329615	
1.0	0.8554070295443184	0.350980121598575	
1.0	1.3321790102636977	0.3604247901229181	
1.0	1.5133567585094128	0.34472181915753936	
1.0	1.0510668261354568	0.6594029665732338	
0.9999999999999999	0.6799648642810937	0.3963048566771332	
1.0	0.21974069799928703	0.5860822770993078	
0.9999999999999999	0.7091364239135736	0.6251331444234483	
1.0	0.8217561134120485	0.9609348941163576	
1.0	0.7955924985690516	0.3905972622773744	
1.0	0.6032922291133874	0.64	
0.9999999999999999	0.5396185426698796	0.2154143375988384	
1.0	0.6950299526199143	0.10003864799447378	
1.0	0.7533540957551497	0.32460833536582756	
1.0	0.3084357327896137	1.1157033989769551	
1.0	1.1649084946816741	0.8093054962616937	
1.0	1.1712747878356324	0.5580588679089182	
1.0	0.682333429929932	0.5859014173722646	
0.9999999999999999	0.9297843354758958	0.2785547591344006	
1.0	1.1114925969826757	0.06452267788530115	
1.0	1.2939883823419571	0.22631909317128523	
1.0	1.0719604729572367	0.4917490862673917	
1.0	0.41327372490541164	0.40348647596776277	
1.0	0.4391037701510058	0.9890764108034105	
1.0	0.617747837121797	0.7194420662108123	
0.9999999999999999	0.698627693029166	0.1954392135671023	
1.0	0.8167689214263886	1.026803548004939	
1.0	0.2521867136373224	0.5945412953178129	
0.9999999999999999	0.7175161070708264	0.6168721234498051	
1.0	1.6364196842772452	0.3637652222904247	
1.0	0.25828609519983453	0.8142008546845767	
1.0	0.5793219776280575	0.48891205116465214	
1.0	0.6431221623570247	0.5460848929122044	
0.9999999999999999	1.610315045730575	0.750730763779696	
1.0	0.9842199152545922	0.6820195804364519	
1.0	0.6261417556191743	0.7408194673695271	
0.9999999999999999	2.517910923002526	0.4921480245659508	
1.0	0.18933901768222128	0.35641013869233046	
1.0	0.5998196818451678	0.49539780463710953	
1.0	1.6137537197816485	0.5037738679080914	
1.0	1.2197088559672777	0.16289184177934438	
0.9999999999999999	0.31213959858527557	0.17330564152857006	
1.0	0.8427128960280008	0.6742987770160472	
1.0	0.9022404299450303	0.15965363410046168	
0.9999999999999999	0.45664811997496496	0.373933336031953	
1.0	1.0	0.7583571465945043	
1.0	0.5414724100567002	0.3847284185703788	
1.0	0.2528465957116343	0.24811970954208404	
1.0	1.5156508914895985	0.23715634791560394	
1.0	1.2607883562165514	0.09997801074880762	
1.0	0.7483326834139689	0.25937660641040516	
1.0	0.967559461275587	0.43678306008227213	
0.9999999999999999	0.2928563872884414	0.5426322911860335	
1.0	0.7734525641092739	0.6518142025926003	
1.0	0.3831388081055461	0.46698492864317487	
0.9999999999999999	1.1706458717356916	0.43622652689586433	
1.0	1.0394247501922582	0.8528470502540136	
1.0	0.09958033057804447	0.28594820906518165	
1.0	0.7073539585318162	0.4977864674024616	
1.0	0.9474722317959444	0.44721498394833287	
1.0	1.0850511348087184	0.799190078018329	
1.0	1.1379926876853856	0.7427367350956064	
1.0	0.4325440435297748	0.08973722153332514	
1.0	1.2643623239210762	0.45833751723628147	
1.0	1.453624294157939	0.5486646953605502	
1.0	1.029254084571918	0.4779457626348477	
1.0	0.8307044164687851	0.9738506210696497	
1.0	1.080480666335979	0.1623073392758639	
1.0	1.2790077898074026	1.225842699241181	
1.0	1.0542997303135546	0.2813052895606524	
1.0	0.6710024465622799	0.6120947101668417	
0.9999999999999999	0.6549897692464325	0.3685499091206129	
1.0	1.2538769282980178	0.884080149928553	
1.0	1.0581665186639249	0.5427094855086358	
1.0	0.6934982093637274	0.59459997553251	
0.9999999999999999	0.8100261526401996	0.5180630300042711	
1.0	0.19800348502535728	0.622506668734995	
1.0	0.5580339334604495	0.20820366084063946	
1.0	0.6374293655621842	0.3955537521158701	
0.9999999999999999	0.41392210013509095	0.3743317752921629	
1.0	1.2011787379776024	0.8	
1.0	0.7918250903812802	0.7172628576031308	
1.0	0.8389667273895438	0.12766283179083832	
1.0	NaN	NaN	
1.0	NaN	NaN	
0.9999999999999999	NaN	NaN	
1.0	NaN	NaN	
1.0	NaN	NaN	
1.0	NaN	NaN	
1.0	NaN	NaN	
1.0	NaN	NaN	
1.0	NaN	NaN	
1.0	NaN	NaN	
1.0	NaN	NaN	
1.0	NaN	NaN	
1.0	NaN	NaN	
0.9999999999999999	NaN	NaN	
0.9999999999999999	NaN	NaN	
1.0	NaN	NaN	
1.0	NaN	NaN	
1.0	NaN	NaN	
0.9999999999999999	NaN	NaN	
0.9999999999999999	NaN	NaN	
1.0	NaN	NaN	
1.0	NaN	NaN	
1.0	NaN	NaN	
1.0	NaN	NaN	
1.0	NaN	NaN	
1.0	NaN	NaN	
0.9999999999999999	NaN	NaN	
1.0	NaN	NaN	
1.0	NaN	NaN	
1.0	NaN	NaN	
1.0	NaN	NaN	
0.9999999999999999	NaN	NaN	
1.0	NaN	NaN	
0.9999999999999999	NaN	NaN	
1.0	NaN	NaN	
1.0	NaN	NaN	
1.0	NaN	NaN	
1.0	NaN	NaN	
1.0	NaN	NaN	
0.9999999999999999	NaN	NaN	
1.0	NaN	NaN	
0.9999999999999999	NaN	NaN	
1.0	NaN	NaN	
1.0	NaN	NaN	
1.0	NaN	NaN	
0.9999999999999999	NaN	NaN	
1.0	NaN	NaN	
1.0	NaN	NaN	
0.9999999999999999	NaN	NaN	
0.9999999999999999	NaN	NaN	
1.0	NaN	NaN	
1.0	NaN	NaN	
0.9999999999999999	NaN	NaN	
1.0	NaN	NaN	
1.0	NaN	NaN	
1.0	NaN	NaN	
1.0	NaN	NaN	
0.9999999999999999	NaN	NaN	
1.0	NaN	NaN	
1.0	NaN	NaN	
1.0	NaN	NaN	
1.0	NaN	NaN	
1.0	NaN	NaN	
1.0	NaN	NaN	
0.9999999999999999	NaN	NaN	
1.0	NaN	NaN	
1.0	NaN	NaN	
1.0	NaN	NaN	
1.0	NaN	NaN	
1.0	NaN	NaN	
1.0	NaN	NaN	
1.0	NaN	NaN	
1.0	NaN	NaN	
1.0	NaN	NaN	
1.0	NaN	NaN	
1.0	NaN	NaN	
1.0	NaN	NaN	
0.9999999999999999	NaN	NaN	
0.9999999999999999	NaN	NaN	
1.0	NaN	NaN	
1.0	NaN	NaN	
1.0	NaN	NaN	
1.0	NaN	NaN	
1.0	NaN	NaN	
1.0	NaN	NaN	
1.0	NaN	NaN	
1.0	NaN	NaN	
1.0	NaN	NaN	
0.9999999999999999	NaN	NaN	
1.0	NaN	NaN	
0.9999999999999999	NaN	NaN	
1.0	NaN	NaN	
0.9999999999999999	NaN	NaN	
1.0	NaN	NaN	
1.0	NaN	NaN	
1.0	NaN	NaN	
0.9999999999999999	NaN	NaN	
1.0	NaN	NaN	
0.9999999999999999	NaN	NaN	
1.0	NaN	NaN	
