v_0	v_1	
1.0	1.283074295902886	
1.0	1.3262894773584013	
1.0	0.7053618138855505	
1.0	0.5600404158463823	
1.0	1.5206673035060754	
0.9999999999999999	1.4932544952628728	
1.0	1.3811701701341743	
1.0	1.3511109386619444	
0.9999999999999999	0.39406560621029363	
0.9999999999999999	0.3137929510812824	
1.0	1.1976680239957305	
1.0	1.4128155633621124	
1.0	0.3473412110100319	
1.0	0.38624967977882424	
1.0	0.759249108991377	
1.0	0.4083049749814452	
0.9999999999999999	0.44865393747853927	
1.0	0.681453923311799	
1.0	1.032616780207547	
0.9999999999999999	1.376287338714619	
1.0	0.38766576423748317	
0.9999999999999999	1.2182787702354412	
1.0	0.42512562937841186	
0.9999999999999999	0.4361196997307184	
0.9999999999999999	0.5768773894656178	
0.9999999999999999	1.3981085755156615	
1.0	1.1983662152840864	
1.0	0.17374992693750846	
1.0	0.6147036322957449	
1.0	0.9422794672989606	
1.0	1.042839794627828	
1.0	0.6162422816077185	
0.9999999999999999	2.2944937725152044	
1.0	1.5355196764372836	
1.0	1.086442874695767	
1.0	0.3544374500430687	
1.0	1.2888367497609092	
1.0	1.0532329008293657	
1.0	1.1256585350229722	
1.0	1.6480583015135555	
1.0	1.8535750484473779	
1.0	0.32127218730626067	
1.0	0.7502952580141763	
1.0	0.3997212839793751	
1.0	0.6882042936382474	
1.0	1.2374796917047848	
1.0	0.5973153365520655	
1.0	0.7635888763466668	
1.0	0.5952947142351321	
1.0	1.4205062524452159	
0.9999999999999999	0.8625027430297435	
1.0	0.715264882411109	
1.0	1.2985909852041104	
1.0	0.6428448314630262	
1.0	0.33507146964983864	
1.0	1.9728043547303413	
1.0	0.9340128529318362	
1.0	1.7133156307759378	
0.9999999999999999	0.7990935070221052	
1.0	0.9117190040136447	
1.0	0.7677538737682621	
1.0	0.8672770372768546	
1.0	0.8605978664768601	
1.0	1.1815005703197876	
1.0	1.0888241828673477	
0.9999999999999999	0.4685374213847407	
1.0	1.2815252572415405	
0.9999999999999999	0.8335701637104683	
1.0	0.6920861937326401	
1.0	0.4912581629657565	
1.0	0.1696268301677051	
1.0	0.45413357647547675	
1.0	0.8393074287052615	
1.0	1.1323636503105892	
1.0	0.5862826262624955	
1.0	0.5022763749929258	
1.0	1.302449845065718	
1.0	0.7000359671199801	
1.0	0.37402640339468657	
1.0	1.4182866919625547	
1.0	0.6972751732869243	
1.0	1.432180705983196	
1.0	0.9432255426424232	
1.0	1.0779002443558072	
0.9999999999999999	0.42163247818284066	
