x	y	v_x	v_y	radius	mass	count	energy
0.6612271161375467	0.9804142582304044	-0.001257008634687651	-1.2292670744462826	0.01	1.0	4.0	0.7555495601942149	
0.46669720329730646	0.8523711492111492	0.5324887995328239	0.6287879334867212	0.01	1.0	4.0	0.3394592934632047	
0.9785703381399281	0.8964235618228212	0.9877167570303684	-0.40503487039063923	0.01	1.0	8.0	0.5698188191754748	
0.7381020873391146	0.39309088423910216	0.14290804541902685	-0.47720989741384545	0.01	1.0	4.0	0.12407599781760975	
0.12454756067211453	0.6634304760362351	-1.0323467708695586	0.4141801158599141	0.01	1.0	8.0	0.6186425118492683	
0.7356029758497274	0.11224454375338518	1.260697860951704	0.6310548468788144	0.01	1.0	5.0	0.9937946581887233	
0.25015701609840824	0.03636434767052339	-1.1537789827279987	-0.5652223257486624	0.01	1.0	5.0	0.8253411092547912	
0.7723290815013613	0.356859989398282	-0.1811793039817578	-0.05871654762609766	0.01	1.0	10.0	0.018136786578220997	
0.06146908702609948	0.9885008062937474	1.0040840661192438	0.07574568461365834	0.01	1.0	3.0	0.5069611102860729	
0.34252439278971536	0.4841151837104662	-0.8070989411313766	-0.9143350191895949	0.01	1.0	4.0	0.743708614045913	
0.7065520418972989	0.7987295991759318	-0.3002555558793411	-0.0327882949863022	0.01	1.0	5.0	0.045614235562260456	
0.4116804634810354	0.43704116947102356	0.29183488958069836	0.31262015563585266	0.01	1.0	2.0	0.09144948224318157	
0.08541860423767461	0.0705150625929123	0.6606994045543162	1.4731047119364735	0.01	1.0	4.0	1.3032805977539343	
0.10024650387112771	0.4675492858264626	0.7793700545466699	-0.33384050110080277	0.01	1.0	8.0	0.35943358104965717	
0.7447837265355178	0.5586945163283003	-1.2183744573061424	0.12956022535346023	0.01	1.0	4.0	0.7506110851048383	
0.21493012708091147	0.5069026679509555	0.37117404855400626	0.41873395023761484	0.01	1.0	3.0	0.15655414770078457	
0.6782814750404499	0.7701369959270146	-0.81724796899926	-0.2579436737364546	0.01	1.0	4.0	0.367214590827037	
0.6210601110285049	0.2662798997915873	-0.3878584455606331	0.47088934716108705	0.01	1.0	2.0	0.1860854755312527	
0.20094126796424075	0.24631929881970027	0.5323638896010879	0.6695594635599105	0.01	1.0	3.0	0.36586059309691715	
0.8269712668307319	0.1688164276564581	0.9690305599734905	-0.9141557248218865	0.01	1.0	5.0	0.8873504576935826	
0.7087131657227107	0.853533847263883	0.3180223034553219	-1.4795642916180047	0.01	1.0	3.0	1.1451243392630586	
0.8102465705060803	0.240107953861905	0.962650214911434	-0.42195501742891117	0.01	1.0	3.0	0.5523707365012313	
0.11842502303153973	0.6184298229656742	0.6525657944107063	-0.1910761644526342	0.01	1.0	2.0	0.2311761083284031	
0.3792926793488324	0.4846243934458144	-0.03506353357567238	0.2169251552273308	0.01	1.0	4.0	0.024142987178606932	
0.6550663762867495	0.5785100549237764	0.6497100635962068	-0.28416773388747796	0.01	1.0	9.0	0.25143723386046574	
0.8182810935416884	0.440513638951426	0.09172884562418021	0.8166204312962851	0.01	1.0	6.0	0.3376415549650377	
0.5687945536265068	0.6445952475165984	-0.7899009295681715	-0.09499444850455674	0.01	1.0	7.0	0.31648371188967317	
0.4243840311413515	0.8512873861710568	0.5540485846364137	-0.23872930186926494	0.01	1.0	5.0	0.18198075685429999	
0.3633455251263318	0.7543292064493059	0.23193229348556788	0.48723257570865386	0.01	1.0	4.0	0.14559408579658234	
0.8080936087681014	0.7574844765741939	-0.5013375389288919	-0.4813806260118516	0.01	1.0	8.0	0.24153331751942014	
0.9645132594306826	0.4385082175448521	-0.5686949467267571	-0.4940935651863016	0.01	1.0	3.0	0.2837711967955296	
0.19926030362370278	0.2806403787678428	0.30021219660657933	-0.07074770858563956	0.01	1.0	8.0	0.047566300630733	
0.7370350708261856	0.7752304166823677	-0.6415813446650052	0.9723091993596318	0.01	1.0	2.0	0.678505900490762	
0.8857034639874931	0.7167088493169217	0.19386425524206097	1.1551195951756887	0.01	1.0	10.0	0.6859423143097029	
0.03364012506580715	0.2541758318155136	0.6659041375759419	-0.14883073996720672	0.01	1.0	6.0	0.23278945479997268	
0.7039231442731514	0.15269099260216257	-0.9264134550800343	-0.07910133211916609	0.01	1.0	5.0	0.43224945524817654	
0.6027040952465879	0.48237749979673394	0.619744587351359	0.9226767795907659	0.01	1.0	4.0	0.6177078965736463	
0.238739343170436	0.5746334810983772	-1.2339815997035744	0.38948086631946677	0.01	1.0	5.0	0.8372029668179775	
0.6164721632441305	0.7561303884764617	-1.05021066369329	-0.21484137741041054	0.01	1.0	2.0	0.5745496277913513	
0.2717373409323009	0.0594196207812015	-0.17465765775697892	-0.374552899179862	0.01	1.0	6.0	0.08539758584859693	
0.6139330137037988	0.16744601884856727	-0.43627331326921515	-0.04977667214598225	0.01	1.0	4.0	0.09640606048041368	
0.7956742174326304	0.8811664535647112	-0.5959571335011895	-0.16262682834546016	0.01	1.0	3.0	0.19080619513432914	
0.06321084554112427	0.9668272904166577	-0.4565279976217499	0.5288315808031232	0.01	1.0	5.0	0.24404032673362733	
0.0730448726241604	0.548547406099914	-0.8128833640307049	-0.0795745404645894	0.01	1.0	4.0	0.3335557355040131	
0.46494847940717726	0.029241707744414234	-0.14316076822754217	0.20761294028959953	0.01	1.0	3.0	0.03179906926759643	
0.08157897548393826	0.8323032618780228	0.6019764981416502	-0.39045314647367013	0.01	1.0	5.0	0.2574146819530368	
0.5252545291105859	0.013676665524173464	-0.4100522315293783	1.5842116495303953	0.01	1.0	9.0	1.3389346915450193	
0.12947413002657698	0.35866612425432565	0.14355280666248071	0.2147191157603403	0.01	1.0	2.0	0.033355853486788996	
0.7149502117798727	0.4573825528833056	-0.1533196400321153	0.558665411264476	0.01	1.0	7.0	0.16780697688144178	
0.4872270285526576	0.7676408847459344	-0.1423620584219898	0.6271675693438151	0.01	1.0	4.0	0.20680305785738762	
0.9513510616485172	0.24586209919527535	1.581745534611146	0.3019861093559837	0.01	1.0	4.0	1.296557273253132	
0.28983517676149106	0.4002064422879892	0.6985972079737093	0.6932898258269009	0.01	1.0	4.0	0.4843444207918783	
0.2992142346154444	0.7764152393625259	0.37371487350895827	0.5023850032077442	0.01	1.0	5.0	0.1960267490649309	
0.6763768562211641	0.20539770201584823	2.4196390214542465	0.6965790852669711	0.01	1.0	9.0	3.1699377080877165	
0.012659179520953261	0.5200194770594629	0.18048905929676495	0.05720981638702725	0.01	1.0	5.0	0.01792463180843425	
0.7952230983902382	0.311933572464344	-0.5304834549053401	0.27994812876769193	0.01	1.0	4.0	0.17989182536441914	
0.6953620085600909	0.615163106569828	-1.2284108095012902	1.0465218350371348	0.01	1.0	6.0	1.3021005340545537	
0.4687174501086402	0.14519010724386985	1.091579421791346	0.5441911973256061	0.01	1.0	8.0	0.7438448466625027	
0.29685730511204345	0.44940009893497046	-0.28987644352516645	0.11577036103501603	0.01	1.0	8.0	0.048715564502488484	
0.08899291446672292	0.19683228067606048	0.34810933782076514	-0.7674535256638596	0.01	1.0	6.0	0.3550825125659501	
0.8819825444819948	0.049311295689899656	-0.3576852886312777	-0.828310948692671	0.01	1.0	4.0	0.40701889671369657	
0.6870912013234608	0.17575092206353035	0.11040314570845045	-0.44310117455762704	0.01	1.0	4.0	0.10426375273833499	
0.5366529152002979	0.8200297849429914	-0.8589078137098406	0.5121302251851395	0.01	1.0	0.0	0.5	
0.9150226574209162	0.814736184228916	-0.34691367381987936	0.4157442408132741	0.01	1.0	2.0	0.14659618542630565	
0.8242209998677836	0.3497705640728616	-0.16178636445233255	0.194310507282184	0.01	1.0	5.0	0.03196570048148133	
0.6556443450635374	0.6939336847501425	1.3796293470538499	0.6275511848614285	0.01	1.0	4.0	1.1485988124366073	
0.9017626276550541	0.16963703037602343	1.0222617047167957	0.7379487016322641	0.01	1.0	5.0	0.7947936395856169	
0.9434408409067743	0.8661234361564903	0.6701864567369675	0.3329443170740417	0.01	1.0	6.0	0.28000090253277565	
0.32852397038178915	0.9122693488361278	0.810423653869782	0.5285686448818696	0.01	1.0	6.0	0.4680856555519521	
0.16090662386384308	0.8795695808875111	0.23501508982644626	-0.17473629024763282	0.01	1.0	2.0	0.04288243178781878	
0.9051022121589696	0.9648964767084239	-0.6642672497654094	-0.39620435360595113	0.01	1.0	5.0	0.2991144344636052	
0.15430493106859464	0.30083051805591376	-0.3299659111465042	0.19472504656000417	0.01	1.0	6.0	0.07339767313826925	
0.5104382028846535	0.20400426759615817	0.7443444184487326	0.9035281643291675	0.01	1.0	6.0	0.6852058785059086	
0.0326923381273622	0.14542025245234672	-0.8945427566241919	0.5293364411066276	0.01	1.0	8.0	0.5402019056561193	
0.7520637575890888	0.3221618937815293	-0.09883600407124249	-0.012152634992542016	0.01	1.0	2.0	0.004958121119016309	
0.7872445657696808	0.75442091557875	-0.3892391941878309	-0.5906288787035717	0.01	1.0	3.0	0.25017481132531516	
0.6133375397681899	0.7286708645264589	-0.2803874225315981	0.9050339901409643	0.01	1.0	5.0	0.4488518150121939	
0.8947181749941522	0.5171574767373918	0.686785330992691	-0.8400368291229543	0.01	1.0	4.0	0.5886679825748438	
0.43120066715440264	0.8999993632248194	0.5216522022162844	-1.0113883216392745	0.01	1.0	8.0	0.6475136786127038	
0.25414080705300013	0.6451029199122432	-0.2658444356823977	-0.3412053422937502	0.01	1.0	7.0	0.09354717479654387	
0.28591097058959775	0.6470086503048023	-0.5327061651917717	1.1466630837860705	0.01	1.0	4.0	0.7993060430755522	
0.6055924978579772	0.5378721051828722	0.9385230671421465	1.11004416173784	0.01	1.0	3.0	1.056511794283083	
0.5735312993785235	0.9018792575173288	0.48494157889931067	-0.907852210253751	0.01	1.0	6.0	0.5296819853039885	
0.05251647260810919	0.1788708597324991	-0.2181806641146317	-0.8015404078068947	0.01	1.0	3.0	0.3450349137703724	
0.5567519934076862	0.4875835425411903	0.6864038597349627	-0.8344388603527444	0.01	1.0	2.0	0.5837192351629206	
0.8638915919213369	0.3403485105666093	-1.250112044764877	0.27033461103194906	0.01	1.0	5.0	0.8179304631940084	
0.8590559425097589	0.9588076482111414	0.5380126881438807	0.9066919370632065	0.01	1.0	10.0	0.555773960669617	
0.42108499758634255	0.9409809117771869	-0.014063759712128388	-0.6708550469030734	0.01	1.0	4.0	0.22512214164628266	
0.21000160357160533	0.800056396412807	0.0873896271654222	-0.6491337696356456	0.01	1.0	4.0	0.21450579890874744	
0.6630455732074626	0.598260059083912	-1.2510080173617828	-0.08477199900093094	0.01	1.0	3.0	0.7861036756590362	
0.9858615614614413	0.6724329534871897	0.054363143191410945	1.0567691469207836	0.01	1.0	5.0	0.5598581906106652	
0.16242074297277034	0.1325515480641925	0.15227488262873878	-0.6765738145325314	0.01	1.0	5.0	0.24046988319534815	
0.4690918995749006	0.8143244353431381	0.26544684162299303	-0.7652975514356893	0.01	1.0	3.0	0.32807118398054197	
