v_0	v_1	
1.0	1.2578613854769927	
1.0	1.8407212480314403	
1.0	0.933612120535701	
1.0	0.5005279036356864	
1.0	0.3895236214245521	
1.0	0.873152860814626	
1.0	1.0825601978961674	
1.0	1.1856955509875828	
1.0	1.7868921180433393	
1.0	1.170689433771465	
1.0	0.09210096155227679	
1.0	0.5922919740993323	
1.0	1.3167586162892568	
1.0	0.8944216472648538	
0.9999999999999999	0.20124510467257184	
1.0	0.9465778343568512	
1.0	0.5408088933627347	
1.0	1.1006199724718377	
1.0	0.5177476089609011	
1.0	0.21403312367110494	
1.0	0.7711349847963564	
1.0	2.651696910374957	
0.9999999999999999	0.3995472068877281	
0.9999999999999999	1.1069984725891875	
0.9999999999999999	0.23893468872556992	
0.9999999999999999	1.4708028527723012	
1.0	1.028419742607024	
1.0	1.0417458377231597	
1.0	0.42338134464196386	
1.0	0.5420916630927366	
1.0	0.7833147006757187	
1.0	0.7198385396632425	
1.0	0.5847060501898906	
1.0	0.4299699155438989	
1.0	0.9394810355026693	
1.0	0.362940075433531	
1.0	0.5255003109043238	
1.0	0.7188675511670974	
1.0	0.4593141667860684	
1.0	0.9699696398986855	
1.0	1.1130452192418494	
1.0	0.2515561324728406	
1.0	0.768730698134725	
1.0	0.6721889323292367	
1.0	1.0129344517420042	
1.0	0.2232196022248642	
0.9999999999999999	1.5591546399039617	
0.9999999999999999	1.2382315354007178	
1.0	0.8473680559916762	
1.0	0.8796238263452785	
0.9999999999999999	0.9403779045206424	
1.0	0.5933501770851207	
1.0	0.9451825204954168	
0.9999999999999999	0.11867693876036056	
1.0	0.9816841047380074	
1.0	1.8246182906452515	
1.0	1.381449918698478	
1.0	0.22402237962112542	
1.0	0.5403477258622266	
1.0	0.4605912441624995	
1.0	0.22884430928671354	
1.0	1.3744756879552429	
1.0	1.9528816102100928	
1.0	1.6406206125728857	
1.0	0.5189032409534376	
1.0	0.9740640447955966	
1.0	1.273491363349032	
1.0	0.4533083743336915	
1.0	1.717658324451003	
1.0	1.1533202000780731	
1.0	1.6393218360612414	
0.9999999999999999	1.4329857573335052	
1.0	0.7475348144019567	
1.0	0.6046843395983448	
1.0	0.49569647570030007	
1.0	1.3275755389759851	
1.0	1.3455510104947508	
1.0	0.6247964857947879	
1.0	1.2148549391397392	
1.0	0.4330709846757611	
1.0	0.862330360938298	
1.0	1.3813774122389129	
1.0	0.2721777663319922	
1.0	0.1675451967394083	
0.9999999999999999	1.0854302486100755	
0.9999999999999999	1.8825397825060535	
0.9999999999999999	0.6085061230036772	
1.0	0.09834046397159779	
1.0	0.6112377557366262	
1.0	0.7428313717883638	
1.0	0.8652775041522962	
1.0	0.8312790476355422	
1.0	1.0632951100150823	
1.0	0.3210741224072982	
1.0	1.490295623203386	
1.0	0.8709688629004564	
0.9999999999999999	0.42624312585325774	
1.0	0.7518554776624863	
1.0	0.967930335766412	
1.0	0.7310235908323712	
